/* DATA DESCRIPTION:
Citation:	Barnet, James S K; Littler, Kate; Westerhold, Thomas; Kroon, Dick; Leng, Melanie J; Bailey, Ian; Röhl, Ursula; Zachos, James C (2019): Late Maastrichtian-early Eocene bulk sediment stable carbon and oxygen isotope records from ODP Site 208-1262, South Atlantic [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.903507, 
	In supplement to: Barnet, JSK et al. (2019): A High-Fidelity Benthic Stable Isotope Record of Late Cretaceous–Early Eocene Climate Change and Carbon-Cycling. Paleoceanography and Paleoclimatology, 34(4), 672-691, https://doi.org/10.1029/2019PA003556
Related to:	Kroon, Dick; Zachos, James C; ODP Leg 208 Shipboard Scientific Party (2007): Leg 208 synthesis: Cenozoic climate cycles and excursions. In: Kroon, D.; Zachos, J.C.; Richter, C. (eds.), Proceedings of the Ocean Drilling Program, 208 Scientific Results, Proceedings of the Ocean Drilling Program, 208, Ocean Drilling Program, 208, 1-55, https://doi.org/10.2973/odp.proc.sr.208.201.2007
	Littler, Kate; Röhl, Ursula; Westerhold, Thomas; Zachos, James C (2014): A high-resolution benthic stable-isotope record for the South Atlantic: Implications for orbital-scale changes in Late Paleocene–Early Eocene climate and carbon cycling. Earth and Planetary Science Letters, 401, 18-30, https://doi.org/10.1016/j.epsl.2014.05.054
	Lourens, Lucas Joost; Sluijs, Appy; Kroon, Dick; Zachos, James C; Thomas, Ellen; Röhl, Ursula; Raffi, Isabella (2005): Astronomical pacing of late Palaeocene to early Eocene global warming events. Nature, 435(23), 1083-1087, https://doi.org/10.1038/nature03814
	Zachos, James C; McCarren, Heather K; Murphy, Brandon; Röhl, Ursula; Westerhold, Thomas (2010): Tempo and scale of late Paleocene and early Eocene carbon isotope cycles: Implications for the origin of hyperthermals. Earth and Planetary Science Letters, 299(1-2), 242-249, https://doi.org/10.1016/j.epsl.2010.09.004
Project(s):	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: -27.185833 * LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00
	MINIMUM DEPTH, sediment/rock: 107.49 m * MAXIMUM DEPTH, sediment/rock: 236.07 m
Event(s):	208-1262 * LATITUDE: -27.185833 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00 * ELEVATION: -4755.4 m * Penetration: 583.9 m * Recovery: 502.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 54 cores; 493.9 m cored; 90 m drilled; 101.7 % recovery
Parameter(s):	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk) * COMMENT: mcd
	δ13C, bulk carbonate [‰ PDB] (δ13C bulk carb) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	δ18O, bulk carbonate [‰ PDB] (δ18O bulk carb) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	AGE [ka BP] (Age) * GEOCODE * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
	Reference/source (Reference) * PI: Barnet, James S K (https://orcid.org/0000-0003-3885-5664, jsb24@st-andrews.ac.uk)
License:	Creative Commons Attribution 4.0 International (CC-BY-4.0) (URI: https://creativecommons.org/licenses/by/4.0/)
Size:	13088 data points
*/
Depth sed [m]	δ13C bulk carb [‰ PDB]	δ18O bulk carb [‰ PDB]	Age [ka BP]	Reference
168.24	3.675	-0.301	58433	Littler et al. (2014)
168.27	3.589	-0.298	58436	Littler et al. (2014)
168.30	3.570	-0.316	58440	Littler et al. (2014)
168.33	3.486	-0.401	58443	Littler et al. (2014)
168.36	3.457	-0.349	58447	Littler et al. (2014)
168.39	3.456	-0.355	58450	Littler et al. (2014)
168.42	3.426	-0.465	58454	Littler et al. (2014)
168.45	3.390	-0.580	58457	Littler et al. (2014)
168.48	3.402	-0.434	58460	Littler et al. (2014)
168.51	3.410	-0.507	58464	Littler et al. (2014)
168.54	3.335	-0.511	58467	Littler et al. (2014)
168.57	3.346	-0.640	58471	Littler et al. (2014)
168.60	3.344	-0.637	58474	Littler et al. (2014)
168.63	3.405	-0.591	58477	Littler et al. (2014)
168.66	3.442	-0.505	58481	Littler et al. (2014)
168.69	3.514	-0.580	58484	Littler et al. (2014)
168.72	3.573	-0.638	58488	Littler et al. (2014)
168.75	3.606	-0.489	58491	Littler et al. (2014)
168.78	3.641	-0.581	58495	Littler et al. (2014)
168.81	3.682	-0.564	58498	Littler et al. (2014)
168.84	3.761	-0.511	58502	Littler et al. (2014)
168.87	3.784	-0.427	58505	Littler et al. (2014)
168.90	3.789	-0.494	58509	Littler et al. (2014)
168.93	3.861	-0.374	58512	Littler et al. (2014)
168.96	3.846	-0.335	58515	Littler et al. (2014)
168.99	3.826	-0.309	58519	Littler et al. (2014)
169.05	3.774	-0.458	58526	Littler et al. (2014)
169.08	3.750	-0.331	58529	Littler et al. (2014)
169.11	3.640	-0.359	58533	Littler et al. (2014)
169.14	3.738	-0.326	58536	Littler et al. (2014)
169.17	3.696	-0.359	58540	Littler et al. (2014)
169.20	3.703	-0.320	58543	Littler et al. (2014)
169.23	3.558	-0.383	58546	Littler et al. (2014)
169.26	3.666	-0.422	58550	Littler et al. (2014)
169.29	3.685	-0.281	58553	Littler et al. (2014)
169.38	3.656	-0.297	58564	Littler et al. (2014)
169.41	3.604	-0.393	58567	Littler et al. (2014)
169.44	3.560	-0.329	58571	Littler et al. (2014)
169.47	3.531	-0.367	58574	Littler et al. (2014)
169.50	3.561	-0.375	58578	Littler et al. (2014)
169.53	3.461	-0.324	58581	Littler et al. (2014)
169.56	3.616	-0.305	58585	Littler et al. (2014)
169.59	3.667	-0.331	58590	Littler et al. (2014)
169.62	3.658	-0.351	58594	Littler et al. (2014)
169.65	3.743	-0.334	58598	Littler et al. (2014)
169.68	3.697	-0.331	58603	Littler et al. (2014)
169.71	3.706	-0.335	58607	Littler et al. (2014)
169.74	3.735	-0.238	58611	Littler et al. (2014)
169.77	3.766	-0.285	58616	Littler et al. (2014)
169.80	3.762	-0.309	58620	Littler et al. (2014)
169.83	3.762	-0.300	58624	Littler et al. (2014)
169.86	3.744	-0.371	58629	Littler et al. (2014)
169.89	3.739	-0.360	58633	Littler et al. (2014)
169.92	3.736	-0.403	58637	Littler et al. (2014)
169.95	3.720	-0.308	58642	Littler et al. (2014)
169.98	3.691	-0.403	58646	Littler et al. (2014)
170.01	3.624	-0.390	58650	Littler et al. (2014)
170.04	3.667	-0.463	58655	Littler et al. (2014)
170.07	3.745	-0.259	58659	Littler et al. (2014)
170.10	3.675	-0.361	58663	Littler et al. (2014)
170.13	3.743	-0.264	58668	Littler et al. (2014)
170.16	3.748	-0.248	58672	Littler et al. (2014)
170.19	3.740	-0.332	58676	Littler et al. (2014)
170.22	3.741	-0.275	58681	Littler et al. (2014)
170.25	3.755	-0.344	58685	Littler et al. (2014)
170.28	3.728	-0.268	58689	Littler et al. (2014)
170.31	3.746	-0.328	58694	Littler et al. (2014)
170.34	3.730	-0.340	58698	Littler et al. (2014)
170.37	3.692	-0.240	58702	Littler et al. (2014)
170.40	3.680	-0.305	58707	Littler et al. (2014)
170.43	3.719	-0.242	58711	Littler et al. (2014)
170.46	3.645	-0.256	58715	Littler et al. (2014)
170.49	3.603	-0.354	58720	Littler et al. (2014)
170.52	3.590	-0.330	58724	Littler et al. (2014)
170.55	3.551	-0.373	58728	Littler et al. (2014)
170.58	3.513	-0.365	58733	Littler et al. (2014)
170.61	3.511	-0.394	58737	Littler et al. (2014)
170.64	3.494	-0.354	58741	Littler et al. (2014)
170.67	3.447	-0.369	58746	Littler et al. (2014)
170.70	3.462	-0.329	58750	Littler et al. (2014)
170.73	3.456	-0.318	58754	Littler et al. (2014)
170.76	3.495	-0.315	58758	Littler et al. (2014)
170.79	3.420	-0.393	58762	Littler et al. (2014)
170.82	3.449	-0.429	58766	Littler et al. (2014)
170.85	3.456	-0.379	58770	Littler et al. (2014)
170.88	3.501	-0.354	58774	Littler et al. (2014)
170.91	3.498	-0.380	58778	Littler et al. (2014)
170.94	3.401	-0.338	58782	Littler et al. (2014)
170.97	3.475	-0.312	58786	Littler et al. (2014)
171.00	3.531	-0.340	58791	Littler et al. (2014)
171.03	3.507	-0.307	58795	Littler et al. (2014)
171.06	3.518	-0.352	58799	Littler et al. (2014)
171.09	3.530	-0.202	58803	Littler et al. (2014)
171.12	3.480	-0.349	58807	Littler et al. (2014)
171.15	3.484	-0.350	58811	Littler et al. (2014)
171.18	3.449	-0.303	58815	Littler et al. (2014)
171.21	3.431	-0.286	58819	Littler et al. (2014)
171.24	3.531	-0.299	58823	Littler et al. (2014)
171.27	3.379	-0.231	58827	Littler et al. (2014)
171.30	3.398	-0.302	58831	Littler et al. (2014)
171.33	3.417	-0.243	58835	Littler et al. (2014)
171.36	3.353	-0.266	58839	Littler et al. (2014)
171.39	3.316	-0.299	58843	Littler et al. (2014)
171.42	3.275	-0.297	58847	Littler et al. (2014)
171.45	3.319	-0.224	58851	Littler et al. (2014)
171.48	3.300	-0.273	58856	Littler et al. (2014)
171.54	3.431	-0.254	58869	Littler et al. (2014)
171.57	3.433	-0.338	58876	Littler et al. (2014)
171.60	3.448	-0.320	58882	Littler et al. (2014)
171.66	3.477	-0.198	58895	Littler et al. (2014)
171.72	3.481	-0.333	58908	Littler et al. (2014)
171.75	3.476	-0.229	58915	Littler et al. (2014)
171.78	3.403	-0.355	58921	Littler et al. (2014)
171.81	3.441	-0.394	58928	Littler et al. (2014)
171.84	3.411	-0.335	58934	Littler et al. (2014)
171.87	3.397	-0.307	58941	Littler et al. (2014)
171.90	3.433	-0.305	58947	Littler et al. (2014)
171.93	3.447	-0.297	58954	Littler et al. (2014)
171.96	3.441	-0.320	58960	Littler et al. (2014)
171.99	3.463	-0.396	58965	Littler et al. (2014)
172.02	3.450	-0.247	58970	Littler et al. (2014)
172.05	3.429	-0.363	58975	Littler et al. (2014)
172.08	3.427	-0.280	58980	Littler et al. (2014)
172.11	3.533	-0.232	58985	Littler et al. (2014)
172.14	3.513	-0.192	58990	Littler et al. (2014)
172.17	3.565	-0.159	58995	Littler et al. (2014)
172.20	3.581	-0.216	59000	Littler et al. (2014)
172.23	3.540	-0.237	59005	Littler et al. (2014)
172.26	3.565	-0.134	59010	Littler et al. (2014)
172.29	3.531	-0.211	59015	Littler et al. (2014)
172.32	3.583	-0.152	59020	Littler et al. (2014)
172.38	3.567	-0.169	59030	Littler et al. (2014)
172.41	3.545	-0.253	59035	Littler et al. (2014)
172.44	3.527	-0.215	59040	Littler et al. (2014)
172.47	3.514	-0.239	59045	Littler et al. (2014)
172.52	3.529	-0.208	59054	Littler et al. (2014)
172.55	3.511	-0.232	59059	Littler et al. (2014)
172.58	3.516	-0.274	59064	Littler et al. (2014)
172.61	3.547	-0.225	59069	Littler et al. (2014)
172.64	3.549	-0.183	59074	Littler et al. (2014)
172.67	3.562	-0.145	59079	Littler et al. (2014)
172.70	3.551	-0.177	59084	Littler et al. (2014)
172.73	3.546	-0.097	59089	Littler et al. (2014)
172.76	3.520	-0.114	59094	Littler et al. (2014)
172.79	3.511	-0.114	59099	Littler et al. (2014)
172.82	3.461	-0.073	59104	Littler et al. (2014)
172.85	3.502	-0.109	59109	Littler et al. (2014)
172.88	3.433	-0.106	59114	Littler et al. (2014)
172.91	3.390	-0.148	59119	Littler et al. (2014)
172.94	3.404	-0.212	59124	Littler et al. (2014)
172.97	3.339	-0.182	59129	Littler et al. (2014)
173.00	3.392	-0.167	59134	Littler et al. (2014)
173.03	3.320	-0.247	59139	Littler et al. (2014)
173.06	3.374	-0.158	59145	Littler et al. (2014)
173.09	3.319	-0.209	59151	Littler et al. (2014)
173.12	3.349	-0.217	59158	Littler et al. (2014)
173.15	3.367	-0.135	59164	Littler et al. (2014)
173.18	3.450	-0.138	59170	Littler et al. (2014)
173.27	3.423	-0.139	59188	Littler et al. (2014)
173.30	3.417	-0.022	59195	Littler et al. (2014)
173.33	3.441	-0.091	59201	Littler et al. (2014)
173.34	3.322	-0.053	59203	Littler et al. (2014)
173.37	3.420	0.078	59209	Littler et al. (2014)
173.40	3.165	-0.110	59215	Littler et al. (2014)
173.43	3.147	-0.074	59221	Littler et al. (2014)
173.46	3.068	-0.208	59228	Littler et al. (2014)
173.49	3.165	-0.136	59234	Littler et al. (2014)
173.52	3.186	-0.075	59240	Littler et al. (2014)
173.55	3.145	-0.042	59247	Littler et al. (2014)
173.58	3.291	-0.165	59253	Littler et al. (2014)
173.61	3.232	-0.248	59260	Littler et al. (2014)
173.64	3.485	-0.125	59266	Littler et al. (2014)
173.67	3.382	-0.217	59273	Littler et al. (2014)
173.70	3.501	-0.067	59280	Littler et al. (2014)
173.73	3.332	-0.242	59286	Littler et al. (2014)
173.76	3.376	-0.154	59293	Littler et al. (2014)
173.78	3.381	-0.097	59297	Littler et al. (2014)
173.81	3.301	-0.183	59304	Littler et al. (2014)
173.84	3.369	-0.069	59310	Littler et al. (2014)
173.87	3.199	-0.149	59317	Littler et al. (2014)
173.90	3.230	-0.003	59323	Littler et al. (2014)
173.97	3.185	-0.241	59339	Littler et al. (2014)
174.00	3.218	-0.287	59345	Littler et al. (2014)
174.03	3.176	-0.178	59352	Littler et al. (2014)
174.06	3.147	-0.213	59358	Littler et al. (2014)
174.09	3.205	-0.206	59365	Littler et al. (2014)
174.12	3.230	-0.185	59372	Littler et al. (2014)
174.15	3.215	-0.183	59378	Littler et al. (2014)
174.18	3.134	-0.118	59385	Littler et al. (2014)
174.21	3.150	-0.170	59391	Littler et al. (2014)
174.24	3.168	-0.061	59398	Littler et al. (2014)
174.27	3.119	-0.153	59404	Littler et al. (2014)
174.30	3.081	-0.152	59411	Littler et al. (2014)
174.33	3.122	-0.127	59418	Littler et al. (2014)
174.36	3.098	-0.089	59424	Littler et al. (2014)
174.39	3.081	-0.142	59431	Littler et al. (2014)
174.42	3.102	-0.159	59437	Littler et al. (2014)
174.45	3.167	-0.171	59444	Littler et al. (2014)
174.48	3.091	-0.122	59450	Littler et al. (2014)
174.51	3.049	-0.165	59457	Littler et al. (2014)
174.54	3.079	-0.146	59464	Littler et al. (2014)
174.57	3.052	-0.170	59470	Littler et al. (2014)
174.60	3.080	-0.121	59477	Littler et al. (2014)
174.63	3.098	-0.138	59483	Littler et al. (2014)
174.66	3.122	-0.154	59490	Littler et al. (2014)
174.69	3.097	-0.092	59496	Littler et al. (2014)
174.72	3.084	-0.166	59503	Littler et al. (2014)
174.75	3.050	-0.178	59510	Littler et al. (2014)
174.81	3.042	-0.169	59523	Littler et al. (2014)
174.84	2.999	-0.190	59529	Littler et al. (2014)
174.87	3.042	-0.188	59536	Littler et al. (2014)
174.90	3.013	-0.207	59542	Littler et al. (2014)
174.93	3.078	-0.068	59549	Littler et al. (2014)
174.96	3.037	-0.098	59556	Littler et al. (2014)
174.99	3.000	-0.134	59562	Littler et al. (2014)
175.01	3.119	-0.087	59566	Littler et al. (2014)
175.04	3.097	-0.068	59573	Littler et al. (2014)
175.07	3.086	-0.047	59580	Littler et al. (2014)
175.10	2.947	-0.089	59586	Littler et al. (2014)
175.13	3.010	-0.141	59593	Littler et al. (2014)
175.16	2.999	-0.208	59599	Littler et al. (2014)
175.19	3.058	-0.144	59606	Littler et al. (2014)
175.22	3.017	-0.159	59612	Littler et al. (2014)
175.25	3.071	-0.150	59619	Littler et al. (2014)
175.28	3.067	-0.149	59623	Littler et al. (2014)
175.31	2.989	-0.259	59627	Littler et al. (2014)
175.34	3.018	-0.081	59631	Littler et al. (2014)
175.37	3.070	-0.134	59635	Littler et al. (2014)
175.40	2.980	-0.226	59639	Littler et al. (2014)
175.43	3.011	-0.120	59643	Littler et al. (2014)
175.46	2.989	-0.139	59646	Littler et al. (2014)
175.49	2.939	-0.221	59650	Littler et al. (2014)
175.52	3.011	-0.231	59654	Littler et al. (2014)
175.55	2.980	-0.210	59658	Littler et al. (2014)
175.58	3.030	-0.111	59662	Littler et al. (2014)
175.61	3.073	-0.091	59666	Littler et al. (2014)
175.64	2.973	-0.097	59670	Littler et al. (2014)
175.67	3.012	-0.158	59674	Littler et al. (2014)
175.70	3.006	-0.151	59678	Littler et al. (2014)
175.73	2.977	-0.181	59682	Littler et al. (2014)
175.76	3.020	-0.128	59686	Littler et al. (2014)
175.79	3.000	-0.167	59690	Littler et al. (2014)
175.82	3.041	-0.078	59694	Littler et al. (2014)
175.85	3.015	-0.004	59698	Littler et al. (2014)
175.88	3.016	-0.157	59701	Littler et al. (2014)
175.91	3.037	-0.116	59705	Littler et al. (2014)
175.94	2.979	-0.088	59709	Littler et al. (2014)
175.97	3.021	-0.113	59713	Littler et al. (2014)
176.00	2.982	-0.106	59717	Littler et al. (2014)
176.03	2.959	-0.210	59721	Littler et al. (2014)
176.06	3.062	-0.151	59725	Littler et al. (2014)
176.09	3.023	-0.095	59730	Littler et al. (2014)
176.12	3.119	-0.052	59735	Littler et al. (2014)
176.15	3.099	-0.005	59740	Littler et al. (2014)
176.18	3.083	-0.075	59745	Littler et al. (2014)
176.21	3.113	-0.024	59750	Littler et al. (2014)
176.24	3.165	0.053	59755	Littler et al. (2014)
176.27	3.219	0.071	59760	Littler et al. (2014)
176.30	3.222	0.035	59765	Littler et al. (2014)
176.33	3.213	-0.041	59770	Littler et al. (2014)
176.36	3.221	-0.003	59774	Littler et al. (2014)
176.39	3.237	0.029	59779	Littler et al. (2014)
176.42	3.215	-0.051	59784	Littler et al. (2014)
176.45	3.222	-0.106	59789	Littler et al. (2014)
176.48	3.225	-0.029	59794	Littler et al. (2014)
176.51	3.214	-0.012	59799	Littler et al. (2014)
176.54	3.223	-0.016	59804	Littler et al. (2014)
176.57	3.152	-0.074	59809	Littler et al. (2014)
176.60	3.196	-0.019	59814	Littler et al. (2014)
176.63	3.187	0.070	59819	Littler et al. (2014)
176.66	3.183	0.004	59824	Littler et al. (2014)
176.69	3.124	-0.022	59829	Littler et al. (2014)
176.72	3.154	-0.079	59834	Littler et al. (2014)
176.75	3.094	-0.050	59839	Littler et al. (2014)
176.78	3.130	0.022	59844	Littler et al. (2014)
176.81	3.093	-0.079	59849	Littler et al. (2014)
176.84	3.098	-0.047	59854	Littler et al. (2014)
176.87	3.142	-0.077	59859	Littler et al. (2014)
176.90	3.131	-0.078	59864	Littler et al. (2014)
176.93	3.143	-0.020	59868	Littler et al. (2014)
176.96	3.134	-0.103	59873	Littler et al. (2014)
176.99	3.081	-0.087	59878	Littler et al. (2014)
177.02	3.145	-0.106	59883	Littler et al. (2014)
177.05	3.162	-0.074	59888	Littler et al. (2014)
177.08	3.195	-0.026	59893	Littler et al. (2014)
177.11	3.153	-0.094	59898	Littler et al. (2014)
177.14	3.150	-0.090	59903	Littler et al. (2014)
177.17	3.161	-0.042	59908	Littler et al. (2014)
177.20	3.210	-0.060	59913	Littler et al. (2014)
177.23	3.169	-0.173	59918	Littler et al. (2014)
177.26	3.147	-0.178	59923	Littler et al. (2014)
177.29	3.094	-0.206	59928	Littler et al. (2014)
177.32	3.213	-0.104	59933	Littler et al. (2014)
177.35	3.189	-0.126	59938	Littler et al. (2014)
177.38	3.202	-0.120	59943	Littler et al. (2014)
177.41	3.195	-0.144	59948	Littler et al. (2014)
177.44	3.193	-0.123	59953	Littler et al. (2014)
177.47	3.174	-0.092	59958	Littler et al. (2014)
177.50	3.182	-0.147	59962	Littler et al. (2014)
177.54	3.155	-0.105	59969	Littler et al. (2014)
177.56	3.105	-0.109	59972	Littler et al. (2014)
177.59	3.077	-0.130	59977	Littler et al. (2014)
177.62	3.056	-0.165	59982	Littler et al. (2014)
177.65	3.083	-0.097	59987	Littler et al. (2014)
177.68	3.042	-0.190	59992	Littler et al. (2014)
177.71	3.054	-0.212	59997	Littler et al. (2014)
177.74	3.036	-0.082	60002	Littler et al. (2014)
177.80	3.099	-0.085	60012	Littler et al. (2014)
177.83	3.079	-0.182	60017	Littler et al. (2014)
177.86	3.071	-0.233	60023	Littler et al. (2014)
177.89	3.118	-0.210	60028	Littler et al. (2014)
177.92	3.114	-0.274	60033	Littler et al. (2014)
177.95	3.125	-0.218	60038	Littler et al. (2014)
177.98	3.131	-0.232	60043	Littler et al. (2014)
178.01	3.191	-0.198	60049	Littler et al. (2014)
178.04	3.225	-0.101	60054	Littler et al. (2014)
178.07	3.188	-0.213	60059	Littler et al. (2014)
178.10	3.172	-0.182	60064	Littler et al. (2014)
178.13	3.162	-0.185	60070	Littler et al. (2014)
178.16	3.203	-0.103	60075	Littler et al. (2014)
178.19	3.143	-0.223	60080	Littler et al. (2014)
178.22	3.147	-0.199	60085	Littler et al. (2014)
178.25	3.170	-0.224	60090	Littler et al. (2014)
178.28	3.102	-0.246	60096	Littler et al. (2014)
178.31	3.106	-0.247	60101	Littler et al. (2014)
178.34	3.119	-0.196	60106	Littler et al. (2014)
178.37	3.122	-0.297	60109	Littler et al. (2014)
178.40	3.127	-0.259	60113	Littler et al. (2014)
178.43	3.166	-0.214	60116	Littler et al. (2014)
178.46	3.151	-0.273	60120	Littler et al. (2014)
178.49	3.213	-0.223	60123	Littler et al. (2014)
178.52	3.220	-0.265	60126	Littler et al. (2014)
178.55	3.203	-0.192	60130	Littler et al. (2014)
178.58	3.278	-0.151	60133	Littler et al. (2014)
178.61	3.224	-0.195	60137	Littler et al. (2014)
178.64	3.228	-0.187	60140	Littler et al. (2014)
178.67	3.286	-0.163	60143	Littler et al. (2014)
178.70	3.270	-0.144	60147	Littler et al. (2014)
178.73	3.285	-0.139	60150	Littler et al. (2014)
178.76	3.268	-0.177	60154	Littler et al. (2014)
178.79	3.284	-0.121	60157	Littler et al. (2014)
178.82	3.261	-0.195	60160	Littler et al. (2014)
178.85	3.332	-0.072	60164	Littler et al. (2014)
178.88	3.278	-0.211	60167	Littler et al. (2014)
178.91	3.254	-0.097	60171	Littler et al. (2014)
178.94	3.255	-0.117	60174	Littler et al. (2014)
178.97	3.223	-0.166	60177	Littler et al. (2014)
179.00	3.255	-0.149	60181	Littler et al. (2014)
179.03	3.206	-0.188	60184	Littler et al. (2014)
179.06	3.234	-0.210	60188	Littler et al. (2014)
179.09	3.220	-0.231	60191	Littler et al. (2014)
179.12	3.175	-0.235	60194	Littler et al. (2014)
179.15	3.265	-0.229	60198	Littler et al. (2014)
179.18	3.234	-0.292	60201	Littler et al. (2014)
179.21	3.250	-0.301	60205	Littler et al. (2014)
179.24	3.259	-0.264	60208	Littler et al. (2014)
179.27	3.221	-0.250	60211	Littler et al. (2014)
179.30	3.308	-0.292	60215	Littler et al. (2014)
179.33	3.173	-0.119	60218	Littler et al. (2014)
179.36	3.273	-0.179	60222	Littler et al. (2014)
179.39	3.218	-0.255	60225	Littler et al. (2014)
179.42	3.208	-0.210	60228	Littler et al. (2014)
179.45	3.238	-0.278	60232	Littler et al. (2014)
179.48	3.239	-0.176	60235	Littler et al. (2014)
179.51	3.272	-0.229	60239	Littler et al. (2014)
179.54	3.256	-0.205	60242	Littler et al. (2014)
179.57	3.238	-0.229	60245	Littler et al. (2014)
179.60	3.215	-0.217	60249	Littler et al. (2014)
179.63	3.193	-0.252	60252	Littler et al. (2014)
179.66	3.222	-0.171	60256	Littler et al. (2014)
179.69	3.217	-0.190	60259	Littler et al. (2014)
179.72	3.212	-0.250	60262	Littler et al. (2014)
179.75	3.217	-0.222	60266	Littler et al. (2014)
179.78	3.178	-0.270	60269	Littler et al. (2014)
179.81	3.210	-0.229	60273	Littler et al. (2014)
179.84	3.229	-0.215	60276	Littler et al. (2014)
179.87	3.179	-0.233	60279	Littler et al. (2014)
179.90	3.171	-0.373	60283	Littler et al. (2014)
179.93	3.203	-0.307	60286	Littler et al. (2014)
179.96	3.157	-0.289	60290	Littler et al. (2014)
179.99	3.142	-0.317	60293	Littler et al. (2014)
180.02	3.231	-0.243	60296	Littler et al. (2014)
180.05	3.185	-0.249	60300	Littler et al. (2014)
180.08	3.214	-0.239	60303	Littler et al. (2014)
180.11	3.185	-0.267	60306	Littler et al. (2014)
180.12	3.110	-0.323	60307	Littler et al. (2014)
180.15	3.185	-0.329	60311	Littler et al. (2014)
180.18	3.186	-0.239	60314	Littler et al. (2014)
180.21	3.223	-0.177	60317	Littler et al. (2014)
180.24	3.128	-0.256	60321	Littler et al. (2014)
180.27	3.231	-0.258	60324	Littler et al. (2014)
180.30	3.203	-0.240	60327	Littler et al. (2014)
180.33	3.220	-0.286	60330	Littler et al. (2014)
180.36	3.247	-0.229	60334	Littler et al. (2014)
180.39	3.209	-0.175	60337	Littler et al. (2014)
180.42	3.243	-0.196	60340	Littler et al. (2014)
180.45	3.175	-0.192	60344	Littler et al. (2014)
180.48	3.184	-0.239	60347	Littler et al. (2014)
180.51	3.228	-0.199	60350	Littler et al. (2014)
180.54	3.135	-0.154	60354	Littler et al. (2014)
180.57	3.100	-0.194	60357	Littler et al. (2014)
180.60	3.089	-0.200	60360	Littler et al. (2014)
180.63	3.057	-0.212	60364	Littler et al. (2014)
180.66	3.076	-0.178	60367	Littler et al. (2014)
180.69	3.005	-0.175	60370	Littler et al. (2014)
180.72	2.999	-0.253	60373	Littler et al. (2014)
180.75	2.986	-0.235	60377	Littler et al. (2014)
180.78	2.976	-0.289	60380	Littler et al. (2014)
180.84	2.964	-0.279	60387	Littler et al. (2014)
180.87	2.949	-0.260	60390	Littler et al. (2014)
180.90	2.953	-0.367	60393	Littler et al. (2014)
180.93	2.946	-0.273	60396	Littler et al. (2014)
180.96	2.953	-0.277	60400	Littler et al. (2014)
181.02	3.091	-0.207	60406	Littler et al. (2014)
181.05	3.053	-0.215	60409	Littler et al. (2014)
181.08	3.032	-0.261	60413	Littler et al. (2014)
181.11	3.041	-0.213	60416	Littler et al. (2014)
181.14	3.105	-0.130	60419	Littler et al. (2014)
181.17	3.086	-0.139	60422	Littler et al. (2014)
181.20	3.080	-0.182	60426	Littler et al. (2014)
181.23	3.078	-0.110	60429	Littler et al. (2014)
181.26	3.012	-0.211	60432	Littler et al. (2014)
181.29	3.030	-0.184	60436	Littler et al. (2014)
181.32	2.995	-0.163	60439	Littler et al. (2014)
181.35	2.964	-0.038	60442	Littler et al. (2014)
181.38	2.975	-0.169	60445	Littler et al. (2014)
181.41	2.937	-0.218	60449	Littler et al. (2014)
181.44	2.945	-0.176	60452	Littler et al. (2014)
181.47	2.941	-0.244	60455	Littler et al. (2014)
181.50	2.982	-0.164	60458	Littler et al. (2014)
181.53	2.942	-0.172	60462	Littler et al. (2014)
181.56	2.947	-0.251	60465	Littler et al. (2014)
181.59	2.845	-0.339	60468	Littler et al. (2014)
181.62	2.832	-0.363	60471	Littler et al. (2014)
181.68	2.808	-0.310	60478	Littler et al. (2014)
181.71	2.809	-0.362	60482	Littler et al. (2014)
181.74	2.925	-0.202	60486	Littler et al. (2014)
181.77	2.872	-0.247	60490	Littler et al. (2014)
181.80	2.876	-0.332	60494	Littler et al. (2014)
181.83	2.885	-0.353	60498	Littler et al. (2014)
181.86	2.915	-0.364	60503	Littler et al. (2014)
181.89	2.985	-0.332	60507	Littler et al. (2014)
181.92	3.068	-0.305	60511	Littler et al. (2014)
181.95	3.109	-0.255	60515	Littler et al. (2014)
181.98	3.074	-0.296	60519	Littler et al. (2014)
182.01	3.148	-0.324	60523	Littler et al. (2014)
