/* DATA DESCRIPTION:
Citation:	Zachos, James C; McCarren, Heather K; Murphy, Brandon; Röhl, Ursula; Westerhold, Thomas (2010): (Figure 2) Stable carbon and oxygen isotope records of ODP Site 208-1262 [dataset]. PANGAEA, https://doi.org/10.1594/PANGAEA.756583, 
	Supplement to: Zachos, JC et al. (2010): Tempo and scale of late Paleocene and early Eocene carbon isotope cycles: Implications for the origin of hyperthermals. Earth and Planetary Science Letters, 299(1-2), 242-249, https://doi.org/10.1016/j.epsl.2010.09.004
Abstract:	The upper Paleocene and lower Eocene are marked by several prominent (> 1 per mill) carbon isotope (d13C) excursions (CIE) that coincide with transient global warmings, or thermal maxima, including the Paleocene-Eocene Thermal Maximum (PETM). The CIE, which are recorded mainly in marine sedimentary sequences, have also been identified in continental sequences, occurred episodically, and yet appear to be paced or triggered by orbital forcing. To constrain the timing and scale of the CIE relative to long-term baseline variability, we have constructed a 4.52 million year (myr) long, high-resolution (~ 3 kyr) bulk sediment carbon isotope record spanning the lower Eocene to upper Paleocene (C25r-C24n) from a pelagic sediment section recovered at ODP Site 1262 in the southeast Atlantic. This section, which was orbitally-tuned utilizing high-resolution core log physical property and geochemical records, is the most stratigraphically complete upper Paleocene to lower Eocene sequence recovered to date. Time-series analysis of the carbon isotope record along with a high-resolution Fe intensity record obtained by XRF core scanner reveal cyclicity with variance concentrated primarily in the precession (21 kyr) and eccentricity bands (100 and 400-kyr) throughout the upper Paleocene-lower Eocene. In general, minima in d13C correspond with peaks in Fe (i.e., carbonate dissolution), both of which appear to be in phase with maxima in eccentricity. This covariance is consistent with excess oceanic uptake of isotopically depleted carbon resulting in lower carbonate saturation during periods of high eccentricity. This relationship includes all late Paleocene and early Eocene CIE confirming pacing by orbital forcing. The lone exception is the PETM, which appears to be out of phase with the 400-kyr cycle, though possibly in phase with the 100-kyr cycle, reinforcing the notion that a mechanism other than orbital forcing and/or an additional source of carbon is required to account for the occurrence and unusual scale of this event.
Project(s):	Center for Marine Environmental Sciences (MARUM) (URI: https://www.marum.de/en/)
	Ocean Drilling Program (ODP) (URI: https://www-odp.tamu.edu:443/)
Coverage:	LATITUDE: -27.185833 * LONGITUDE: 1.577000
	DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00
	MINIMUM DEPTH, sediment/rock: 96.27 m * MAXIMUM DEPTH, sediment/rock: 142.65 m
Event(s):	208-1262 * LATITUDE: -27.185833 * LONGITUDE: 1.577000 * DATE/TIME START: 2003-03-24T00:00:00 * DATE/TIME END: 2003-03-29T00:00:00 * ELEVATION: -4755.4 m * Penetration: 583.9 m * Recovery: 502.5 m * LOCATION: Walvis Ridge, Southeast Atlantic Ocean * CAMPAIGN: Leg208 (URI: https://doi.org/10.2973/odp.proc.ir.208.2004) * BASIS: Joides Resolution (URI: https://www-odp.tamu.edu:443/resolutn.html) * METHOD/DEVICE: Composite Core (COMPCORE) * COMMENT: 54 cores; 493.9 m cored; 90 m drilled; 101.7 % recovery
Comment:	The isotope records are composites of the splice from the A and B holes of Site 1262, and include published data for the PETM and ETM-2 (Lourens et al., 2005; Zachos et al., 2005).
	See also Westerhold et al. (2007) doi:10.1594/PANGAEA.603177
	Depth, sediment are meters below seafloor (mbsf)
Parameter(s):	Sample code/label (Sample label) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * METHOD/DEVICE: DSDP/ODP/IODP sample designation (URI: hdl:10013/epic.27914.d001)
	DEPTH, sediment/rock [m] (Depth sed) * GEOCODE
	Depth, composite [mcd] (Depth comp) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * METHOD/DEVICE: Intercore correlation
	Age, relative [ka] (Age rel) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu)
	Comment (Comment) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * COMMENT: Hole
	δ13C, carbonate [‰ PDB] (δ13C carb) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * METHOD/DEVICE: Mass spectrometry (MS)
	δ18O, carbonate [‰ PDB] (δ18O carb) * PI: Zachos, James C (https://orcid.org/0000-0001-8439-1886, jzachos@ernerald.ucsc.edu) * METHOD/DEVICE: Mass spectrometry (MS)
License:	Creative Commons Attribution 3.0 Unported (CC-BY-3.0) (URI: https://creativecommons.org/licenses/by/3.0/)
Size:	10864 data points
*/
Sample label	Depth sed [m]	Depth comp [mcd]	Age rel [ka]	Comment	δ13C carb [‰ PDB]	δ18O carb [‰ PDB]
208-1262B-13H-4,19-20	109.76	120.73	1553	B	1.44	-0.34
208-1262B-13H-4,22-23	109.79	120.76	1551	B	1.41	-0.27
208-1262B-13H-4,25-26	109.82	120.79	1548	B	1.46	-0.31
208-1262B-13H-4,28-29	109.85	120.82	1546	B	1.43	-0.32
208-1262B-13H-4,31-32	109.88	120.85	1544	B	1.48	-0.22
208-1262B-13H-4,34-35	109.91	120.88	1542	B	1.50	-0.29
208-1262B-13H-4,37-38	109.94	120.91	1539	B	1.49	-0.35
208-1262B-13H-4,40-41	109.97	120.94	1537	B	1.50	-0.28
208-1262B-13H-4,43-44	110.00	120.97	1535	B	1.45	-0.37
208-1262B-13H-4,46-47	110.03	121.00	1532	B	1.42	-0.43
208-1262B-13H-4,49-50	110.06	121.03	1529	B	1.51	-0.38
208-1262B-13H-4,52-53	110.09	121.06	1525	B	1.56	-0.25
208-1262B-13H-4,55-56	110.12	121.09	1522	B	1.50	-0.33
208-1262B-13H-4,58-59	110.15	121.12	1519	B	1.56	-0.27
208-1262B-13H-4,61-62	110.18	121.15	1516	B	1.52	-0.32
208-1262B-13H-4,64-65	110.21	121.18	1513	B	1.54	-0.26
208-1262B-13H-4,67-68	110.24	121.21	1510	B	1.53	-0.33
208-1262B-13H-4,79-80	110.36	121.33	1498	B	1.50	-0.34
208-1262B-13H-4,82-83	110.39	121.36	1494	B	1.49	-0.30
208-1262B-13H-4,85-86	110.42	121.39	1491	B	1.51	-0.35
208-1262B-13H-4,88-89	110.45	121.42	1488	B	1.51	-0.24
208-1262B-13H-4,91-92	110.48	121.45	1485	B	1.55	-0.33
208-1262B-13H-4,94-95	110.51	121.48	1482	B	1.55	-0.26
208-1262B-13H-4,97-98	110.54	121.51	1479	B	1.50	-0.32
208-1262B-13H-4,100-101	110.57	121.54	1476	B	1.49	-0.29
208-1262B-13H-4,103-104	110.60	121.57	1473	B	1.49	-0.34
208-1262B-13H-4,106-107	110.63	121.60	1470	B	1.44	-0.36
208-1262B-13H-4,109-110	110.66	121.63	1468	B	1.44	-0.43
208-1262B-13H-4,112-113	110.69	121.66	1466	B	1.42	-0.37
208-1262B-13H-4,115-116	110.72	121.69	1463	B	1.49	-0.40
208-1262B-13H-4,118-119	110.75	121.72	1461	B	1.49	-0.30
208-1262B-13H-4,121-122	110.78	121.75	1459	B	1.46	-0.30
208-1262B-13H-4,124-125	110.81	121.78	1456	B	1.42	-0.25
208-1262B-13H-4,127-128	110.84	121.81	1454	B	1.36	-0.26
208-1262B-13H-4,130-131	110.87	121.84	1452	B	1.31	-0.37
208-1262B-13H-4,133-134	110.90	121.87	1449	B	1.36	-0.44
208-1262B-13H-4,136-137	110.93	121.90	1446	B	1.33	-0.55
208-1262B-13H-4,139-140	110.96	121.93	1444	B	1.37	-0.66
208-1262B-13H-4,142-143	110.99	121.96	1441	B	1.40	-0.61
208-1262B-13H-4,145-146	111.02	121.99	1438	B	1.48	-0.51
208-1262B-13H-4,148-149	111.05	122.02	1436	B	1.57	-0.47
208-1262B-13H-5,1-2	111.08	122.05	1433	B	1.65	-0.67
208-1262B-13H-5,7-8	111.14	122.11	1428	B	1.61	-0.29
208-1262B-13H-5,10-11	111.17	122.14	1425	B	1.49	-0.43
208-1262B-13H-5,13-14	111.20	122.17	1423	B	1.49	-0.48
208-1262B-13H-5,16-17	111.23	122.20	1420	B	1.50	-0.53
208-1262B-13H-5,19-20	111.26	122.23	1418	B	1.48	-0.46
208-1262B-13H-5,22-23	111.29	122.26	1415	B	1.52	-0.39
208-1262B-13H-5,25-26	111.32	122.29	1412	B	1.44	-0.48
208-1262B-13H-5,28-29	111.35	122.32	1410	B	1.50	-0.39
208-1262B-13H-5,31-32	111.38	122.35	1407	B	1.45	-0.55
208-1262B-13H-5,34-35	111.41	122.38	1405	B	1.50	-0.56
208-1262B-13H-5,37-38	111.44	122.41	1402	B	1.51	-0.51
208-1262B-13H-5,40-41	111.47	122.44	1400	B	1.57	-0.48
208-1262B-13H-5,43-44	111.50	122.47	1397	B	1.61	-0.47
208-1262B-13H-5,46-47	111.53	122.50	1395	B	1.67	-0.35
208-1262B-13H-5,49-50	111.56	122.53	1392	B	1.59	-0.46
208-1262B-13H-5,52-53	111.59	122.56	1390	B	1.66	-0.45
208-1262B-13H-5,55-56	111.62	122.59	1387	B	1.63	-0.50
208-1262B-13H-5,58-59	111.65	122.62	1385	B	1.60	-0.55
208-1262B-13H-5,61-62	111.68	122.65	1382	B	1.60	-0.50
208-1262B-13H-5,64-65	111.71	122.68	1380	B	1.62	-0.52
208-1262B-13H-5,67-68	111.74	122.71	1377	B	1.67	-0.49
208-1262B-13H-5,70-71	111.77	122.74	1375	B	1.68	-0.49
208-1262B-13H-5,73-74	111.80	122.77	1372	B	1.66	-0.48
208-1262B-13H-5,76-77	111.83	122.80	1369	B	1.69	-0.51
208-1262B-13H-5,79-80	111.86	122.83	1367	B	1.65	-0.50
208-1262B-13H-5,82-83	111.89	122.86	1365	B	1.64	-0.46
208-1262B-13H-5,85-86	111.92	122.89	1363	B	1.66	-0.50
208-1262B-13H-5,88-89	111.95	122.92	1362	B	1.65	-0.66
208-1262B-13H-5,91-92	111.98	122.95	1360	B	1.73	-0.34
208-1262B-13H-5,94-95	112.01	122.98	1358	B	1.72	-0.39
208-1262B-13H-5,97-98	112.04	123.01	1356	B	1.62	-0.56
208-1262B-13H-5,100-101	112.07	123.04	1354	B	1.70	-0.41
208-1262B-13H-5,103-104	112.10	123.07	1352	B	1.64	-0.42
208-1262B-13H-5,106-107	112.13	123.10	1350	B	1.64	-0.52
208-1262B-13H-5,109-110	112.16	123.13	1348	B	1.62	-0.47
208-1262B-13H-5,112-113	112.19	123.16	1347	B	1.62	-0.54
208-1262B-13H-5,115-116	112.22	123.19	1345	B	1.70	-0.49
208-1262B-13H-5,118-119	112.25	123.22	1343	B	1.70	-0.46
208-1262B-13H-5,121-122	112.28	123.25	1341	B	1.77	-0.44
208-1262B-13H-5,124-125	112.31	123.28	1339	B	1.77	-0.33
208-1262B-13H-5,127-128	112.34	123.31	1337	B	1.73	-0.46
208-1262B-13H-5,130-131	112.37	123.34	1335	B	1.80	-0.36
208-1262B-13H-5,133-134	112.40	123.37	1333	B	1.75	-0.33
208-1262B-13H-5,136-137	112.43	123.40	1332	B	1.80	-0.30
208-1262B-13H-5,139-140	112.46	123.43	1330	B	1.76	-0.29
208-1262B-13H-5,142-143	112.49	123.46	1328	B	1.75	-0.47
208-1262B-13H-5,145-146	112.52	123.49	1326	B	1.69	-0.34
208-1262B-13H-5,148-149	112.55	123.52	1324	B	1.72	-0.30
208-1262B-13H-6,4-5	112.61	123.58	1319	B	1.66	-0.46
208-1262B-13H-6,7-8	112.64	123.61	1317	B	1.68	-0.41
208-1262B-13H-6,10-11	112.67	123.64	1315	B	1.71	-0.51
208-1262B-13H-6,13-14	112.70	123.67	1313	B	1.73	-0.46
208-1262B-13H-6,16-17	112.73	123.70	1311	B	1.80	-0.41
208-1262B-13H-6,19-20	112.76	123.73	1309	B	1.77	-0.42
208-1262B-13H-6,22-23	112.79	123.76	1306	B	1.83	-0.40
208-1262B-13H-6,25-26	112.82	123.79	1304	B	1.81	-0.38
208-1262B-13H-6,28-29	112.85	123.82	1302	B	1.80	-0.36
208-1262B-13H-6,31-32	112.88	123.85	1300	B	1.81	-0.36
208-1262B-13H-6,34-35	112.91	123.88	1298	B	1.83	-0.40
208-1262B-13H-6,37-38	112.94	123.91	1296	B	1.82	-0.45
208-1262B-13H-6,40-41	112.97	123.94	1293	B	1.84	-0.45
208-1262B-13H-6,43-44	113.00	123.97	1291	B	1.85	-0.42
208-1262B-13H-6,46-47	113.03	124.00	1289	B	1.76	-0.45
208-1262B-13H-6,49-50	113.06	124.03	1287	B	1.85	-0.40
208-1262B-13H-6,52-53	113.09	124.06	1285	B	1.82	-0.40
208-1262B-13H-6,55-56	113.12	124.09	1283	B	1.84	-0.43
208-1262A-12H-3,1-2	107.51	124.12	1280	B	1.82	-0.45
208-1262B-13H-6,58-59	113.15	124.12	1280	A	1.55	-0.54
208-1262A-12H-3,4-5	107.54	124.15	1278	B	1.83	-0.44
208-1262B-13H-6,61-62	113.18	124.15	1278	A	1.62	-0.41
208-1262A-12H-3,7-8	107.57	124.18	1276	B	1.88	-0.42
208-1262B-13H-6,64-65	113.21	124.18	1276	A	1.52	-0.38
208-1262A-12H-3,13-14	107.63	124.24	1272	A	1.44	-0.46
208-1262A-12H-3,16-17	107.66	124.27	1270	A	1.61	-0.44
208-1262A-12H-3,22-23	107.72	124.33	1265	A	1.56	-0.42
208-1262A-12H-3,34-35	107.84	124.45	1258	A	1.80	-0.32
208-1262A-12H-3,37-38	107.87	124.48	1256	A	1.82	-0.33
208-1262A-12H-3,46-47	107.96	124.57	1250	A	1.82	-0.43
208-1262A-12H-3,55-56	108.05	124.66	1245	A	1.77	-0.42
208-1262A-12H-3,64-65	108.14	124.75	1239	A	1.74	-0.33
208-1262A-12H-3,70-71	108.20	124.81	1234	A	1.72	-0.47
208-1262A-12H-3,76-77	108.26	124.87	1230	A	1.78	-0.50
208-1262A-12H-3,79-80	108.29	124.90	1228	A	1.74	-0.41
208-1262A-12H-3,82-83	108.32	124.93	1225	A	1.79	-0.37
208-1262A-12H-3,85-86	108.35	124.96	1223	A	1.78	-0.26
208-1262A-12H-3,88-89	108.38	124.99	1221	A	1.74	-0.53
208-1262A-12H-3,91-92	108.41	125.02	1219	A	1.98	-0.55
208-1262A-12H-3,94-95	108.44	125.05	1217	A	1.86	-0.24
208-1262A-12H-3,97-98	108.47	125.08	1215	A	1.87	-0.27
208-1262A-12H-3,100-101	108.50	125.11	1213	A	1.88	-0.24
208-1262A-12H-3,103-104	108.53	125.14	1211	A	1.84	-0.32
208-1262A-12H-3,106-107	108.56	125.17	1209	A	1.92	-0.20
208-1262A-12H-3,109-110	108.59	125.20	1207	A	1.90	-0.15
208-1262A-12H-3,112-113	108.62	125.23	1205	A	1.95	-0.24
208-1262A-12H-3,115-116	108.65	125.26	1203	A	1.88	-0.19
208-1262A-12H-3,118-119	108.68	125.29	1201	A	1.92	-0.21
208-1262A-12H-3,121-122	108.71	125.32	1199	A	1.91	-0.20
208-1262A-12H-3,124-125	108.74	125.35	1197	A	1.84	-0.24
208-1262A-12H-3,127-128	108.77	125.38	1195	A	1.80	-0.24
208-1262A-12H-3,130-131	108.80	125.41	1192	A	1.80	-0.23
208-1262A-12H-3,133-134	108.83	125.44	1190	A	1.78	-0.24
208-1262A-12H-3,136-137	108.86	125.47	1188	A	1.82	-0.25
208-1262A-12H-3,139-140	108.89	125.50	1185	A	1.84	-0.19
208-1262A-12H-3,142-143	108.92	125.53	1183	A	1.93	-0.16
208-1262A-12H-3,145-146	108.95	125.56	1181	A	1.87	-0.14
208-1262A-12H-3,148-149	108.98	125.59	1178	A	1.55	-0.36
208-1262A-12H-4,1-2	109.01	125.62	1176	A	1.68	-0.41
208-1262A-12H-4,4-5	109.04	125.65	1174	A	1.74	-0.35
208-1262A-12H-4,7-8	109.07	125.68	1173	A	1.69	-0.31
208-1262A-12H-4,10-11	109.10	125.71	1171	A	1.62	-0.49
208-1262A-12H-4,13-14	109.13	125.74	1169	A	1.75	-0.44
208-1262A-12H-4,16-17	109.16	125.77	1167	A	1.82	-0.32
208-1262A-12H-4,19-20	109.19	125.80	1165	A	1.76	-0.36
208-1262A-12H-4,25-26	109.25	125.86	1161	A	1.82	-0.40
208-1262A-12H-4,28-29	109.28	125.89	1159	A	1.83	-0.33
208-1262A-12H-4,31-32	109.31	125.92	1157	A	1.68	-0.29
208-1262A-12H-4,34-35	109.34	125.95	1155	A	1.67	-0.40
208-1262A-12H-4,37-38	109.37	125.98	1153	A	1.68	-0.46
208-1262A-12H-4,40-41	109.40	126.01	1151	A	1.67	-0.31
208-1262A-12H-4,43-44	109.43	126.04	1149	A	1.70	-0.42
208-1262A-12H-4,46-47	109.46	126.07	1147	A	1.79	-0.28
208-1262A-12H-4,49-50	109.49	126.10	1145	A	1.85	-0.36
208-1262A-12H-4,52-53	109.52	126.13	1143	A	1.77	-0.35
208-1262A-12H-4,55-56	109.55	126.16	1140	A	1.91	-0.13
208-1262A-12H-4,58-59	109.58	126.19	1138	A	1.89	-0.37
208-1262A-12H-4,61-62	109.61	126.22	1136	A	1.68	-0.27
208-1262A-12H-4,64-65	109.64	126.25	1134	A	1.68	-0.34
208-1262A-12H-4,67-68	109.67	126.28	1132	A	1.61	-0.38
208-1262A-12H-4,70-71	109.70	126.31	1130	A	1.68	-0.35
208-1262A-12H-4,73-74	109.73	126.34	1128	A	1.66	-0.44
208-1262A-12H-4,76-77	109.76	126.37	1126	A	1.80	-0.40
208-1262A-12H-4,79-80	109.79	126.40	1124	A	1.87	-0.37
208-1262A-12H-4,82-83	109.82	126.43	1122	A	1.87	-0.25
208-1262A-12H-4,85-86	109.85	126.46	1120	A	1.85	-0.25
208-1262A-12H-4,88-89	109.88	126.49	1118	A	1.83	-0.28
208-1262A-12H-4,91-92	109.91	126.52	1116	A	1.78	-0.30
208-1262A-12H-4,94-95	109.94	126.55	1114	A	1.77	-0.31
208-1262A-12H-4,100-101	110.00	126.61	1110	A	1.78	-0.35
208-1262A-12H-4,103-104	110.03	126.64	1108	A	1.81	-0.31
208-1262A-12H-4,106-107	110.06	126.67	1106	A	1.86	-0.24
208-1262A-12H-4,109-110	110.09	126.70	1104	A	1.85	-0.36
208-1262A-12H-4,112-113	110.12	126.73	1102	A	1.88	-0.23
208-1262A-12H-4,115-116	110.15	126.76	1100	A	1.80	-0.20
208-1262A-12H-4,118-119	110.18	126.79	1098	A	1.82	-0.23
208-1262A-12H-4,121-122	110.21	126.82	1096	A	1.81	-0.27
208-1262A-12H-4,124-125	110.24	126.85	1093	A	1.84	-0.20
208-1262A-12H-4,127-128	110.27	126.88	1091	A	1.76	-0.35
208-1262A-12H-4,130-131	110.30	126.91	1089	A	1.76	-0.33
208-1262A-12H-4,133-134	110.33	126.94	1087	A	1.82	-0.26
208-1262A-12H-4,136-137	110.36	126.97	1085	A	1.78	-0.28
208-1262A-12H-4,142-143	110.42	127.03	1081	A	1.83	-0.25
208-1262A-12H-4,145-146	110.45	127.06	1079	A	1.82	-0.21
208-1262A-12H-4,148-149	110.48	127.09	1077	A	1.80	-0.29
208-1262A-12H-5,1-2	110.51	127.12	1075	A	1.72	-0.35
208-1262A-12H-5,4-5	110.54	127.15	1073	A	1.70	-0.35
208-1262A-12H-5,7-8	110.57	127.18	1071	A	1.70	-0.54
208-1262A-12H-5,10-11	110.60	127.21	1069	A	1.75	-0.46
208-1262A-12H-5,13-14	110.63	127.24	1067	A	1.81	-0.44
208-1262A-12H-5,16-17	110.66	127.27	1065	A	1.87	-0.31
208-1262A-12H-5,19-20	110.69	127.30	1063	A	1.91	-0.34
208-1262A-12H-5,22-23	110.72	127.33	1061	A	1.91	-0.31
208-1262A-12H-5,25-26	110.75	127.36	1059	A	1.89	-0.28
208-1262A-12H-5,28-29	110.78	127.39	1057	A	1.88	-0.36
208-1262A-12H-5,31-32	110.81	127.42	1055	A	1.88	-0.26
208-1262A-12H-5,34-35	110.84	127.45	1053	A	1.82	-0.41
208-1262A-12H-5,37-38	110.87	127.48	1051	A	1.80	-0.36
208-1262A-12H-5,40-41	110.90	127.51	1049	A	1.82	-0.33
208-1262A-12H-5,43-44	110.93	127.54	1047	A	1.82	-0.45
208-1262A-12H-5,49-50	110.99	127.60	1043	A	1.89	-0.24
208-1262A-12H-5,52-53	111.02	127.63	1041	A	1.97	-0.14
208-1262A-12H-5,55-56	111.05	127.66	1039	A	1.98	-0.09
208-1262A-12H-5,58-59	111.08	127.69	1037	A	1.94	-0.13
208-1262A-12H-5,61-62	111.11	127.72	1035	A	1.94	-0.05
208-1262A-12H-5,64-65	111.14	127.75	1033	A	1.90	-0.04
208-1262A-12H-5,67-68	111.17	127.78	1031	A	1.91	-0.38
208-1262A-12H-5,70-71	111.20	127.81	1029	A	1.88	-0.35
208-1262A-12H-5,73-74	111.23	127.84	1027	A	1.88	-0.40
208-1262A-12H-5,76-77	111.26	127.87	1024	A	1.95	-0.28
208-1262A-12H-5,79-80	111.29	127.90	1022	A	1.97	-0.29
208-1262A-12H-5,82-83	111.32	127.93	1020	A	2.00	-0.25
208-1262A-12H-5,85-86	111.35	127.96	1018	A	2.00	-0.24
208-1262A-12H-5,88-89	111.38	127.99	1016	A	1.97	-0.21
208-1262A-12H-5,91-92	111.41	128.02	1014	A	1.95	-0.25
208-1262A-12H-5,94-95	111.44	128.05	1012	A	1.93	-0.24
208-1262A-12H-5,97-98	111.47	128.08	1010	A	1.94	-0.18
208-1262A-12H-5,100-101	111.50	128.11	1008	A	1.94	-0.17
208-1262A-12H-5,103-104	111.53	128.14	1006	A	1.94	-0.16
208-1262A-12H-5,106-107	111.56	128.17	1004	A	1.92	-0.14
208-1262A-12H-5,109-110	111.59	128.20	1002	A	1.92	-0.10
208-1262A-12H-5,112-113	111.62	128.23	1000	A	1.93	-0.10
208-1262A-12H-5,115-116	111.65	128.26	998	A	1.92	-0.14
208-1262A-12H-5,118-119	111.68	128.29	996	A	1.94	-0.08
208-1262A-12H-5,121-122	111.71	128.32	994	A	1.93	-0.09
208-1262A-12H-5,124-125	111.74	128.35	991	A	2.02	-0.08
208-1262A-12H-5,127-128	111.77	128.38	989	A	1.95	-0.25
208-1262A-12H-5,130-131	111.80	128.41	987	A	1.94	-0.19
208-1262A-12H-5,133-134	111.83	128.44	985	A	1.95	-0.29
208-1262A-12H-5,136-137	111.86	128.47	983	A	1.97	-0.25
208-1262A-12H-5,139-140	111.89	128.50	981	A	2.00	-0.22
208-1262A-12H-6,1-2	112.01	128.62	973	A	2.01	-0.23
208-1262A-12H-6,4-5	112.04	128.65	971	A	1.98	-0.30
208-1262A-12H-6,7-8	112.07	128.68	969	A	1.98	-0.37
208-1262A-12H-6,10-11	112.10	128.71	966	A	1.91	-0.43
208-1262A-12H-6,13-14	112.13	128.74	964	A	1.93	-0.36
208-1262A-12H-6,16-17	112.16	128.77	961	A	1.94	-0.44
208-1262A-12H-6,19-20	112.19	128.80	959	A	1.96	-0.35
208-1262A-12H-6,22-23	112.22	128.83	956	A	2.04	-0.29
208-1262A-12H-6,25-26	112.25	128.86	954	A	2.00	-0.31
208-1262A-12H-6,28-29	112.28	128.89	952	A	1.99	-0.32
208-1262A-12H-6,31-32	112.31	128.92	949	A	1.98	-0.37
208-1262A-12H-6,34-35	112.34	128.95	946	A	2.05	-0.32
208-1262A-12H-6,37-38	112.37	128.98	943	A	1.96	-0.44
208-1262A-12H-6,40-41	112.40	129.01	940	A	1.95	-0.49
208-1262A-12H-6,43-44	112.43	129.04	937	A	1.96	-0.37
208-1262A-12H-6,46-47	112.46	129.07	934	A	1.97	-0.32
208-1262A-12H-6,49-50	112.49	129.10	930	A	1.97	-0.30
208-1262A-12H-6,52-53	112.52	129.13	927	A	1.98	-0.35
208-1262A-12H-6,55-56	112.55	129.16	924	A	1.94	-0.24
208-1262A-12H-6,58-59	112.58	129.19	921	A	1.94	-0.29
208-1262A-12H-6,61-62	112.61	129.22	918	A	1.97	-0.34
208-1262A-12H-6,64-65	112.64	129.25	915	A	1.98	-0.35
208-1262A-12H-6,67-68	112.67	129.28	912	A	2.00	-0.28
208-1262A-12H-6,70-71	112.70	129.31	908	A	2.03	-0.31
208-1262A-12H-6,73-74	112.73	129.34	905	A	2.03	-0.24
208-1262A-12H-6,76-77	112.76	129.37	902	A	2.01	-0.25
208-1262A-12H-6,79-80	112.79	129.40	899	A	2.00	-0.29
208-1262A-12H-6,82-83	112.82	129.43	896	A	2.02	-0.29
208-1262A-12H-6,85-86	112.85	129.46	893	A	2.06	-0.25
208-1262A-12H-6,88-89	112.88	129.49	889	A	2.05	0.06
208-1262A-12H-6,91-92	112.91	129.52	886	A	2.00	-0.08
208-1262A-12H-6,94-95	112.94	129.55	883	A	2.01	-0.23
208-1262A-12H-6,97-98	112.97	129.58	880	A	1.97	-0.30
208-1262B-14H-2,130-131	117.70	129.59	879	B	1.94	-0.20
208-1262A-12H-7,0-1	113.00	129.61	877	A	1.95	-0.30
208-1262B-14H-2,133-134	117.73	129.62	876	B	2.02	-0.21
208-1262A-12H-7,3-4	113.03	129.64	874	A	1.92	-0.34
208-1262B-14H-2,136-137	117.76	129.65	873	B	1.85	-0.20
208-1262A-12H-7,6-7	113.06	129.67	871	A	1.98	-0.26
208-1262B-14H-2,139-140	117.79	129.68	870	B	1.99	-0.14
208-1262A-12H-7,9-10	113.09	129.70	867	A	2.00	-0.25
208-1262B-14H-2,142-143	117.82	129.71	866	B	1.90	-0.24
208-1262A-12H-7,12-13	113.12	129.73	864	A	1.98	-0.21
208-1262B-14H-2,145-146	117.85	129.74	863	B	2.08	-0.19
208-1262A-12H-7,15-16	113.15	129.76	862	A	1.96	-0.23
208-1262B-14H-2,148-149	117.88	129.77	861	B	2.05	-0.31
208-1262B-14H-3,1-2	117.91	129.80	859	B	1.95	-0.17
208-1262B-14H-3,4-5	117.94	129.83	857	B	1.88	-0.25
208-1262B-14H-3,7-8	117.97	129.86	855	B	1.97	-0.25
208-1262B-14H-3,10-11	118.00	129.89	853	B	1.96	-0.30
208-1262B-14H-3,13-14	118.03	129.92	851	B	1.92	-0.24
208-1262B-14H-3,16-17	118.06	129.95	849	B	1.87	-0.24
208-1262B-14H-3,19-20	118.09	129.98	847	B	2.02	-0.41
208-1262B-14H-3,22-23	118.12	130.01	845	B	1.95	-0.30
208-1262B-14H-3,25-26	118.15	130.04	843	B	1.98	-0.32
208-1262B-14H-3,28-29	118.18	130.07	840	B	1.84	-0.27
208-1262B-14H-3,31-32	118.21	130.10	838	B	1.90	-0.34
208-1262B-14H-3,34-35	118.24	130.13	836	B	1.96	-0.39
208-1262B-14H-3,37-38	118.27	130.16	834	B	1.92	-0.30
208-1262B-14H-3,40-41	118.30	130.19	832	B	1.93	-0.22
208-1262B-14H-3,43-44	118.33	130.22	830	B	1.90	-0.32
208-1262B-14H-3,49-50	118.39	130.28	826	B	1.97	-0.40
208-1262B-14H-3,52-53	118.42	130.31	824	B	1.92	-0.38
208-1262B-14H-3,55-56	118.45	130.34	822	B	1.88	-0.51
208-1262B-14H-3,58-59	118.48	130.37	820	B	1.87	-0.30
208-1262B-14H-3,61-62	118.51	130.40	818	B	1.90	-0.34
208-1262B-14H-3,64-65	118.54	130.43	815	B	1.87	-0.27
208-1262B-14H-3,67-68	118.57	130.46	813	B	1.88	-0.36
208-1262B-14H-3,70-71	118.60	130.49	811	B	1.92	-0.37
208-1262B-14H-3,73-74	118.63	130.52	809	B	1.94	-0.31
208-1262B-14H-3,76-77	118.66	130.55	807	B	1.99	-0.14
208-1262B-14H-3,79-80	118.69	130.58	805	B	1.94	-0.32
208-1262B-14H-3,82-83	118.72	130.61	803	B	1.86	-0.34
208-1262B-14H-3,85-86	118.75	130.64	801	B	1.84	-0.37
208-1262B-14H-3,88-89	118.78	130.67	799	B	1.80	-0.46
208-1262B-14H-3,91-92	118.81	130.70	797	B	1.72	-0.49
